Instance,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49
X-n716-k35.vrp,43798,43887,43829,43855,43870,43875,43985,43868,43894,43861,43759,43810,43867,43883,43896,43886,43823,43730,43803,43831,43945,43899,43829,43848,43843,43731,43964,43916,43951,43832,43911,43899,43836,43980,43798,43967,43908,43889,43811,43884,43923,43930,43865,43854,43849,43791,43905,43908,43887,43871
X-n733-k159.vrp,136858,136748,136752,136621,136714,136776,136762,136903,136837,136958,136824,136707,136959,136882,136878,136873,136829,136640,136956,136735,136980,136656,136719,136784,136688,136657,136898,136824,136914,136862,136923,136832,136720,136745,136772,136928,136918,136882,136764,136770,136753,136911,136792,136902,136843,136633,136699,136835,136649,136801
X-n749-k98.vrp,78183,78028,78180,78169,78104,77874,77978,78232,78101,78126,78207,78049,78073,78178,78162,78243,78023,78094,78016,78037,78034,78222,78040,78093,77950,78016,78068,77982,77984,78108,78051,78112,78120,77917,78260,78230,78048,78050,78154,78120,77968,78218,78146,78048,78273,77934,78032,78021,77988,78003
X-n766-k71.vrp,115367,115401,115357,115726,115383,115611,115390,115580,115660,115660,115652,115536,115524,115479,115774,115892,115693,115372,115565,115909,116041,115624,115505,115283,115494,115249,115498,115510,115772,115686,115394,115746,115628,115784,115517,115507,115451,115390,115467,115363,115414,115402,115445,115527,115469,115557,115331,115706,115644,115820
X-n783-k48.vrp,72816,73079,72986,72919,73368,73206,73060,72996,72951,73101,72990,72972,73047,73099,73079,73107,73011,73121,73062,73255,73001,73042,73185,73099,72938,73206,73120,72992,73208,72988,73272,72998,73288,73031,73001,73124,73012,73108,73055,72973,73151,73024,73355,73108,72974,73112,73226,73374,73086,73029
X-n801-k40.vrp,73648,73626,73598,73650,73650,73712,73593,73727,73623,73579,73690,73623,73648,73548,73719,73690,73646,73657,73723,73703,73618,73518,73603,73541,73649,73589,73672,73642,73642,73653,73747,73662,73531,73660,73651,73581,73643,73596,73565,73595,73770,73526,73783,73675,73732,73613,73683,73574,73586,73706
X-n819-k171.vrp,159621,159492,159888,160028,159802,159730,159497,159849,159808,159641,159720,159841,159588,159570,159764,159298,159788,159691,159551,159759,159348,159496,159844,159404,159523,159555,159748,159345,159747,159767,159513,159771,159534,159978,159609,159672,159623,159878,159601,159723,159511,159669,159556,159712,159391,159546,159669,159598,159475,159480
X-n837-k142.vrp,194926,194941,194957,195135,194804,194864,195254,195187,194894,195127,195280,195198,195072,195024,195033,195217,194850,194979,195382,195123,194926,194732,194991,195016,195010,195175,194838,194884,195041,194867,195051,194986,195153,195036,194949,194961,194950,194886,194917,195219,195113,194900,194891,195079,195112,195001,194982,195128,195027,194975
X-n856-k95.vrp,89237,89144,89179,89209,89184,89136,89176,89188,89200,89098,89226,89209,89188,89149,89145,89235,89195,89198,89284,89202,89196,89136,89143,89186,89309,89283,89249,89117,89166,89271,89243,89160,89132,89155,89222,89186,89156,89168,89189,89101,89097,89143,89145,89174,89190,89093,89247,89191,89087,89132
X-n876-k59.vrp,100045,99971,99958,100203,100182,100107,99966,99932,99976,100144,99961,99998,100037,99758,100163,99986,100211,99941,99996,100022,100163,99972,99878,100150,100149,99943,100092,99944,100074,100166,99992,100015,99976,99959,100104,100110,100158,100130,100027,99977,100107,99873,99930,100038,99990,100010,100119,99924,100010,99849
X-n895-k37.vrp,54432,54576,54558,54320,54520,54631,54450,54442,54572,54649,54527,54449,54630,54440,54466,54586,54686,54632,54356,54483,54471,54584,54532,54617,54472,54420,54275,54615,54526,54485,54405,54572,54524,54413,54549,54370,54580,54439,54642,54454,54481,54400,54458,54565,54681,54518,54816,54552,54535,54450
X-n916-k207.vrp,331340,332168,332473,332098,332002,332026,331978,331698,332192,331685,331758,331854,331767,331580,332090,332213,331892,331843,331463,331865,331621,331755,331967,332374,331851,332189,332445,331683,331703,331674,332277,331890,331548,331838,331597,331804,331823,331800,332002,331825,331646,331875,331271,332280,331739,331660,331778,331372,331542,331165
X-n936-k151.vrp,135304,135129,134976,134880,134951,134850,135023,135429,135520,135043,135224,134629,135334,135830,135280,135212,135701,134929,134630,135816,135013,134752,135618,135147,135017,135151,135272,135355,135529,134929,135347,135212,135231,135407,135267,134811,135046,135659,134646,135471,135070,135549,135422,134753,134966,135765,135035,134721,135016,134944
X-n957-k87.vrp,85799,85671,85743,85735,85649,85811,85862,85750,85684,85720,85679,85759,85717,85700,85616,85658,85685,85753,85789,85807,85751,85650,85766,85689,85623,85680,85775,85644,85767,85748,85750,85717,85709,85666,85705,85672,85666,85828,85764,85766,85683,85660,85767,85778,85738,85738,85689,85739,85726,85669
X-n979-k58.vrp,119587,119758,119751,119474,119727,119559,119612,119508,119593,119767,119713,119528,119497,119571,119602,119628,119739,119528,119637,119771,119776,119539,119597,119703,119730,119593,119765,119536,119701,119684,119511,119643,120397,119623,119554,119587,119658,119562,119651,119830,119609,119848,119575,119907,119584,119878,119648,119792,119812,119573
X-n1001-k43.vrp,73083,73227,73117,73061,73260,73153,73434,73334,73268,73443,73221,73231,73279,73028,73294,73219,73489,73324,73086,73333,73077,73232,73056,73205,73232,73357,73363,73163,73205,73289,73222,73313,73041,73018,73136,73310,73325,73347,73272,73494,73064,73208,73271,73211,73570,73294,73273,73030,73192,73234
instance,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49
X-n101-k25.vrp,6,5,6,5,6,6,6,6,6,6,6,6,5,4,6,6,5,6,5,6,6,5,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,5,6,6,5,6,6,6,6,6,6,5,6
X-n106-k14.vrp,11,15,14,15,10,14,14,15,14,15,12,14,12,14,13,14,15,13,12,12,10,15,14,12,13,13,12,18,16,15,12,11,10,10,14,14,13,12,14,16,12,13,15,14,11,15,13,13,13,14
X-n110-k13.vrp,11,10,10,11,11,11,11,10,11,11,11,11,10,11,11,10,10,11,10,11,10,11,11,11,11,10,10,10,11,11,10,11,11,11,10,11,10,11,10,10,11,11,11,11,10,11,10,11,10,11
X-n115-k10.vrp,13,14,13,15,16,15,17,15,15,14,14,14,14,14,15,19,14,14,14,15,14,15,15,14,14,15,15,14,15,13,14,15,15,14,14,14,14,14,14,14,15,13,14,14,15,14,15,15,15,15
X-n120-k6.vrp,12,10,10,10,9,10,10,10,9,10,9,10,11,11,13,8,11,13,8,10,10,12,9,12,9,9,9,10,10,10,10,9,12,10,10,10,9,12,9,10,11,9,9,10,14,10,9,10,10,10
X-n125-k30.vrp,8,9,9,9,6,10,10,8,9,8,9,7,12,9,9,9,12,6,7,8,9,7,9,7,7,8,9,9,8,8,9,7,7,7,11,9,8,7,9,9,9,7,9,10,8,6,8,6,9,10
X-n129-k18.vrp,10,9,10,9,8,9,10,8,9,10,9,8,10,8,9,8,9,9,10,10,10,9,8,7,10,9,10,10,10,8,9,7,10,10,8,10,9,7,9,9,9,8,10,10,8,10,10,9,9,9
X-n134-k13.vrp,10,9,10,10,9,13,10,8,11,9,9,9,10,12,9,9,9,9,10,13,8,10,10,9,9,9,13,8,8,8,10,9,9,8,13,8,9,10,9,7,10,9,10,8,8,10,9,10,10,8
X-n139-k10.vrp,13,11,12,13,11,11,15,9,10,14,11,10,13,11,12,11,14,12,13,12,13,13,12,11,13,12,14,14,15,11,13,14,10,9,11,11,11,12,12,11,12,13,12,12,14,13,12,12,12,10
X-n143-k7.vrp,11,12,13,10,12,9,9,12,10,11,11,13,12,11,10,9,13,10,10,11,13,12,11,14,14,10,13,11,11,12,10,12,12,11,13,11,11,9,11,10,13,11,13,10,9,11,11,11,11,12
X-n148-k46.vrp,13,8,10,9,8,10,8,8,9,9,10,12,9,14,7,8,9,9,9,14,9,10,8,10,8,10,8,9,9,10,7,10,11,11,8,9,9,10,10,7,9,10,9,8,8,9,7,13,10,8
X-n153-k22.vrp,10,9,15,8,9,9,15,10,9,10,11,8,12,10,11,9,11,11,9,9,9,11,11,12,10,10,9,10,11,9,10,10,12,13,12,12,10,10,10,10,10,8,10,10,9,10,12,11,13,13
X-n157-k13.vrp,14,13,13,14,14,13,15,15,13,13,19,14,15,16,14,14,14,13,13,16,14,15,14,13,15,15,13,14,16,14,15,13,14,14,12,14,12,14,14,15,14,16,19,14,13,13,13,13,12,14
X-n162-k11.vrp,11,13,13,10,13,11,11,12,12,10,11,10,14,16,12,12,15,12,11,12,13,13,10,14,11,13,11,14,10,10,14,12,11,11,11,10,11,11,12,12,10,11,13,11,11,12,13,12,13,11
X-n167-k10.vrp,14,15,11,13,12,13,12,10,13,15,13,14,14,12,12,12,13,14,15,13,11,12,11,15,13,13,12,11,12,15,13,12,14,13,12,12,14,13,15,12,12,14,12,12,13,15,13,15,15,13
X-n172-k51.vrp,7,7,8,6,7,7,8,8,7,8,8,6,8,7,7,7,6,8,7,8,7,7,7,7,7,8,7,8,8,7,7,7,7,6,7,7,7,7,7,7,7,9,8,7,8,7,8,6,7,8
X-n176-k26.vrp,8,8,8,9,9,10,13,11,9,15,8,7,11,8,8,12,8,12,7,8,8,12,12,10,7,8,7,9,8,8,9,8,7,8,12,9,7,13,10,12,13,10,8,11,9,10,11,11,7,7
X-n181-k23.vrp,17,18,16,16,15,16,21,16,17,15,19,16,15,15,15,15,16,15,17,14,16,16,17,16,15,19,15,16,16,16,14,19,15,15,18,16,16,15,15,15,16,15,16,21,25,15,15,17,15,16
X-n186-k15.vrp,10,11,11,10,12,10,11,10,11,13,10,13,13,11,12,14,12,13,9,10,11,12,10,9,9,10,9,12,12,11,11,13,11,12,12,11,12,13,11,13,12,10,11,11,11,13,10,9,9,13
X-n190-k8.vrp,13,12,14,11,13,12,12,9,12,9,10,11,10,11,11,12,12,12,15,11,13,11,10,12,11,12,10,11,8,11,10,9,10,10,11,8,9,12,9,12,11,12,12,11,12,9,10,11,10,10
X-n195-k51.vrp,9,8,8,7,10,9,8,10,7,10,9,9,8,11,10,9,8,8,9,10,10,8,10,9,10,11,11,10,11,10,9,7,10,7,7,7,7,10,13,9,9,9,11,9,9,11,8,7,9,9
X-n200-k36.vrp,10,9,9,10,9,13,20,15,9,9,13,17,15,9,17,16,9,10,22,10,10,10,11,9,14,9,10,14,11,10,21,10,8,16,8,8,9,15,16,14,12,16,9,8,21,17,8,15,9,14
X-n204-k19.vrp,9,11,10,10,10,10,10,8,11,10,10,9,10,8,10,9,10,10,10,9,8,10,10,9,9,9,9,11,9,9,10,8,8,8,10,11,10,9,10,9,10,10,9,11,11,10,10,10,9,9
X-n209-k16.vrp,11,9,9,8,11,8,10,9,10,8,9,7,9,9,11,9,9,9,12,9,9,8,10,9,8,8,11,10,12,9,9,10,8,9,8,8,12,11,10,13,8,8,9,12,12,9,11,9,8,9
X-n214-k11.vrp,13,11,12,10,10,11,11,11,13,13,10,13,11,12,9,10,10,10,10,11,10,12,13,11,9,11,10,13,10,14,10,10,11,13,11,11,9,10,10,9,12,11,9,10,12,10,11,12,11,10
X-n219-k73.vrp,80,83,65,59,53,71,61,77,71,63,64,73,76,74,66,71,78,64,62,68,81,80,71,69,67,77,76,68,73,72,73,69,63,64,64,75,64,64,57,60,74,77,71,70,55,63,66,62,70,66
X-n223-k34.vrp,7,7,8,8,7,7,9,7,8,9,8,9,8,7,8,9,8,8,7,8,8,8,7,9,8,11,8,7,7,7,7,7,7,7,8,7,8,7,8,10,8,7,9,7,9,9,8,8,8,7
X-n228-k23.vrp,9,9,8,9,9,10,9,9,10,9,9,9,8,9,10,10,9,8,8,10,9,9,10,9,8,9,9,9,8,9,8,9,9,9,11,9,10,9,9,9,9,9,9,9,8,8,8,8,9,9
X-n233-k16.vrp,13,10,11,10,9,10,10,11,8,10,11,11,9,11,12,10,8,11,12,13,9,10,10,9,13,11,9,9,12,15,10,11,9,11,9,10,11,13,13,10,9,11,12,12,10,12,9,10,10,9
X-n237-k14.vrp,9,12,13,14,11,12,10,14,12,13,12,11,12,11,10,12,12,13,11,11,11,11,11,12,10,11,12,11,14,11,13,11,13,11,11,12,13,12,12,9,11,13,12,12,10,11,11,11,12,11
X-n242-k48.vrp,8,8,11,9,9,9,10,9,10,10,8,9,11,11,10,11,12,11,11,9,9,13,10,8,8,12,10,10,12,10,9,12,10,9,12,9,10,9,9,11,10,9,10,9,11,9,10,8,10,9
X-n247-k50.vrp,12,13,10,13,12,11,9,11,12,11,12,10,10,10,11,11,10,11,13,9,14,10,10,11,9,11,10,12,9,9,16,9,10,12,9,14,10,11,10,13,12,12,12,10,8,10,9,10,10,10
X-n251-k28.vrp,12,10,11,9,11,13,13,13,11,10,11,9,11,13,11,11,9,9,11,12,11,12,11,9,11,11,11,9,10,12,13,10,12,10,11,11,11,12,10,11,9,11,9,14,10,10,12,8,10,12
X-n256-k16.vrp,13,14,14,13,13,17,16,15,14,18,17,13,14,18,17,13,16,15,17,13,17,16,14,15,16,17,14,19,14,14,15,15,15,14,15,14,15,15,16,14,14,18,17,15,14,17,13,15,15,16
X-n261-k13.vrp,10,9,9,9,9,9,9,9,10,9,9,12,9,13,10,9,10,10,9,10,12,9,9,10,11,11,9,11,10,12,11,9,9,9,9,10,11,11,11,8,10,9,9,9,9,9,10,10,10,10
X-n266-k58.vrp,14,14,13,15,14,13,13,10,11,12,14,15,16,10,12,11,9,16,13,12,15,15,12,11,11,11,15,13,12,13,15,14,11,15,12,10,13,20,10,14,12,10,12,11,14,12,17,12,13,13
X-n270-k35.vrp,10,10,8,10,10,9,10,9,10,12,9,9,9,9,8,9,9,10,11,10,11,10,9,10,9,8,10,8,9,10,9,10,10,9,9,10,10,10,10,9,9,9,8,10,10,9,8,10,10,10
X-n275-k28.vrp,11,12,12,11,11,11,11,12,11,12,11,13,12,14,14,11,11,11,10,12,12,12,11,12,13,10,11,11,14,12,11,11,11,11,11,10,15,12,11,12,11,11,11,10,12,12,12,11,14,13
X-n280-k17.vrp,9,9,10,9,9,10,10,9,11,9,9,9,10,11,11,10,10,12,12,11,10,9,11,10,9,12,11,10,11,8,10,9,11,9,10,13,10,10,9,10,10,11,11,10,11,9,11,9,11,9
X-n284-k15.vrp,9,11,13,10,10,12,10,10,10,10,11,10,14,9,13,12,10,11,9,9,12,9,10,11,10,12,12,12,10,11,13,11,11,10,10,11,10,9,11,10,10,11,13,11,11,10,10,12,10,11
X-n289-k60.vrp,12,12,13,13,9,13,12,11,12,14,13,10,14,10,9,12,11,12,11,12,12,12,13,11,18,11,15,12,11,11,14,13,10,11,15,13,13,12,12,12,12,13,14,13,11,11,13,12,13,12
X-n294-k50.vrp,7,9,7,7,7,7,8,7,7,8,8,7,8,7,8,7,7,9,7,7,7,7,8,9,9,7,7,7,9,8,7,7,8,7,7,8,7,8,8,8,7,11,9,9,6,7,8,8,7,7
X-n298-k31.vrp,7,7,8,7,7,7,7,8,8,7,9,9,7,7,8,7,9,7,8,8,7,7,7,7,7,8,7,8,7,8,7,7,8,7,8,7,8,8,8,10,7,8,7,8,8,8,8,8,8,8
X-n303-k21.vrp,11,8,8,9,9,8,8,9,8,7,8,7,9,9,8,8,9,9,10,8,8,8,8,8,8,10,8,9,8,8,8,8,7,8,8,8,8,8,10,8,8,8,10,9,10,8,9,11,8,9
X-n308-k13.vrp,10,10,11,11,10,10,12,10,9,10,11,12,10,9,10,10,14,12,10,11,13,12,12,11,12,11,9,10,11,11,10,10,11,10,10,10,10,11,10,12,11,9,12,12,12,11,11,10,13,12
X-n313-k71.vrp,10,8,9,10,8,9,8,9,9,10,10,11,9,10,8,9,10,10,9,8,8,12,11,9,9,9,9,10,7,10,11,10,8,10,8,8,8,10,9,8,11,10,8,10,9,8,9,9,9,9
X-n317-k53.vrp,27,32,30,30,29,31,27,31,29,28,28,28,28,29,31,28,30,28,30,28,29,28,28,33,29,30,29,29,29,29,29,29,29,28,27,29,29,30,29,28,29,29,27,29,28,30,28,29,30,31
X-n322-k28.vrp,8,9,8,8,7,9,9,8,7,8,8,8,8,9,8,8,8,8,9,9,8,7,9,9,10,8,8,7,9,8,8,7,8,7,8,9,8,8,8,8,9,8,9,8,9,7,8,8,8,8
X-n327-k20.vrp,11,11,13,10,10,11,14,13,11,13,11,12,12,10,13,12,12,10,14,12,11,16,10,11,10,10,11,10,10,14,9,10,10,10,13,12,12,11,10,13,11,10,12,12,12,10,11,11,10,12
X-n331-k15.vrp,9,11,10,11,11,10,12,11,10,10,10,10,11,11,10,11,10,10,11,10,11,10,10,12,9,11,11,11,10,10,11,12,12,10,10,10,9,11,12,11,10,10,11,11,11,11,10,10,10,12
X-n336-k84.vrp,10,7,8,8,8,9,8,10,8,8,8,8,11,8,9,9,10,9,8,7,11,8,9,9,8,8,8,8,8,10,8,12,12,8,10,9,11,8,10,9,8,10,10,8,8,9,10,8,8,8
X-n344-k43.vrp,10,9,8,9,10,10,11,10,10,10,11,10,10,10,11,9,10,13,9,10,10,9,11,10,9,9,11,9,10,10,10,10,10,10,10,9,10,10,10,9,11,10,10,9,9,10,10,9,10,10
X-n351-k40.vrp,9,9,9,10,8,9,9,9,10,8,8,10,9,9,9,9,10,9,9,10,10,8,10,8,9,10,9,9,9,11,10,9,9,9,9,10,10,9,9,9,8,9,9,9,8,8,9,8,10,8
X-n359-k29.vrp,9,9,10,9,9,9,10,9,8,10,8,9,9,10,8,9,8,8,8,10,8,11,10,9,10,9,10,10,8,9,9,10,9,10,12,10,9,8,9,11,9,9,8,9,10,12,11,10,9,8
X-n367-k17.vrp,12,12,12,11,12,12,11,11,12,11,11,11,12,12,12,12,14,12,11,11,10,11,11,11,12,11,11,13,11,13,13,13,12,12,12,11,11,13,11,11,11,13,12,10,12,12,11,11,12,10
X-n376-k94.vrp,48,47,41,45,50,42,45,53,44,53,47,48,45,47,47,44,46,41,44,46,43,37,49,45,36,43,45,44,53,43,48,42,49,45,42,47,43,42,53,42,47,45,46,49,39,39,42,42,46,44
X-n384-k52.vrp,13,15,11,14,13,13,12,14,11,10,12,13,14,11,13,12,11,15,13,12,12,11,11,13,11,13,13,13,14,13,10,12,12,14,11,11,12,13,14,14,11,11,14,12,11,12,12,13,12,13
X-n393-k38.vrp,8,10,9,10,11,9,9,10,9,9,10,10,10,10,9,9,9,10,10,9,9,9,9,9,11,11,8,8,10,9,10,9,9,10,9,9,11,10,10,9,10,12,9,8,10,10,9,9,9,10
X-n401-k29.vrp,18,12,13,16,12,15,14,15,23,18,16,16,19,15,14,13,21,14,16,14,18,13,16,14,17,17,17,15,15,14,13,14,17,16,12,13,15,13,15,15,16,16,14,13,15,12,14,15,18,14
X-n411-k19.vrp,13,12,13,11,12,11,13,14,12,11,12,12,12,12,15,13,11,12,11,12,12,12,12,13,12,12,12,12,13,13,13,12,12,11,12,12,11,13,13,12,12,12,11,13,13,12,12,13,12,12
X-n420-k130.vrp,8,6,8,7,8,7,10,6,8,7,8,8,9,8,7,8,8,6,7,8,8,8,7,8,9,9,8,7,8,7,8,6,7,8,8,7,9,7,7,8,8,8,7,8,7,7,7,8,8,9
X-n429-k61.vrp,11,10,10,10,11,11,11,12,10,10,9,8,11,10,11,12,10,11,10,9,11,10,10,10,11,9,10,9,8,10,10,10,10,10,10,11,11,10,12,12,10,12,9,9,11,11,11,11,10,11
X-n439-k37.vrp,11,12,11,11,12,11,11,11,11,12,11,11,10,12,11,11,12,10,10,11,11,10,10,11,11,10,10,11,11,11,11,11,11,11,12,11,11,12,10,11,11,10,11,11,10,10,11,12,10,10
X-n449-k29.vrp,13,12,11,11,16,12,12,13,12,12,14,13,12,11,11,12,11,13,11,12,12,12,13,11,12,12,12,12,11,11,12,12,12,13,14,13,11,11,13,11,12,12,13,13,12,11,11,11,12,13
X-n459-k26.vrp,12,10,11,11,12,12,12,11,12,11,11,11,11,11,11,11,11,11,11,12,13,11,12,10,11,11,11,12,10,12,12,11,11,10,11,11,13,11,11,11,10,12,11,10,11,11,11,10,12,12
X-n469-k138.vrp,14,11,10,12,13,10,13,11,12,13,11,12,11,11,12,13,10,13,14,11,10,11,10,12,12,10,16,12,13,12,12,13,14,14,11,12,12,13,12,10,12,15,11,11,11,12,14,13,12,10
X-n480-k70.vrp,11,12,13,12,10,10,11,12,11,12,11,11,12,11,12,12,12,11,12,11,11,11,12,11,13,11,11,10,12,11,11,11,10,10,11,11,11,12,13,12,11,11,11,12,11,12,11,11,11,12
X-n491-k59.vrp,9,10,10,10,9,10,9,9,10,9,11,10,9,9,9,9,12,9,8,9,9,9,9,10,10,10,10,9,9,9,9,9,8,10,9,8,9,9,9,9,10,9,9,9,9,10,10,9,9,10
X-n502-k39.vrp,18,18,18,19,18,19,19,19,19,19,18,18,18,18,18,19,18,19,19,18,18,18,19,18,18,19,18,19,18,20,19,18,18,19,19,18,19,18,18,19,18,18,19,18,18,19,18,20,20,18
X-n513-k21.vrp,12,13,13,12,13,13,13,11,12,13,12,12,11,11,13,13,13,12,12,10,10,13,11,14,13,14,14,12,12,12,12,12,12,13,12,13,12,13,12,12,11,12,15,12,13,13,13,13,12,13
X-n524-k153.vrp,10,12,11,11,10,12,12,12,10,11,10,11,10,11,10,11,11,11,10,10,11,10,11,11,12,10,11,11,10,10,11,11,10,10,11,10,11,10,10,12,10,10,11,13,10,11,11,10,10,11
X-n536-k96.vrp,12,11,11,10,11,11,11,10,10,11,10,12,11,11,11,11,11,11,11,10,11,11,11,11,10,11,10,10,11,12,12,11,11,11,12,10,10,10,11,10,11,11,10,10,11,11,11,11,10,10
X-n548-k50.vrp,12,12,12,12,13,12,13,12,13,12,12,12,13,13,12,12,14,12,13,13,12,12,13,13,12,12,12,12,13,13,13,12,13,13,13,13,13,12,13,13,13,12,13,13,13,13,13,13,13,12
X-n561-k42.vrp,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,8,9,10,9,9,9,8,9,10,8,8,10,9,8,10,8,9,9,9,9,9,9
X-n573-k30.vrp,12,13,13,13,15,15,13,13,15,14,12,15,14,13,13,12,15,13,14,12,13,15,15,13,14,14,13,13,15,14,12,12,14,14,17,15,13,14,17,15,14,15,15,13,15,14,15,16,14,13
X-n586-k159.vrp,13,15,13,14,15,14,15,12,14,13,12,15,14,11,13,11,11,12,11,11,12,14,13,12,15,12,11,12,13,11,13,17,11,12,13,12,11,13,14,13,12,13,16,13,12,12,12,12,13,14
X-n599-k92.vrp,14,12,13,14,12,14,14,14,12,14,12,14,13,12,12,11,12,12,12,14,13,12,14,14,13,13,14,11,12,12,13,13,13,13,14,14,14,13,12,13,14,13,13,12,13,14,13,14,12,13
X-n613-k62.vrp,8,9,8,8,8,9,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,9,8,8,8,9,9,9,8,8,8,9,8,9,9,8,9,8,8,8,8,8,8,9,8
X-n627-k43.vrp,15,14,14,15,14,14,14,14,14,15,13,14,14,15,14,14,14,16,15,16,15,13,15,15,15,14,14,15,15,14,14,15,15,14,15,14,14,14,15,15,14,15,14,14,14,15,15,15,16,15
X-n641-k35.vrp,14,14,15,12,13,12,13,13,13,14,14,13,13,14,12,13,15,14,12,14,14,13,14,12,13,15,14,12,13,12,13,13,14,12,14,14,13,13,14,14,14,13,13,15,14,12,13,13,13,14
X-n655-k131.vrp,30,30,33,32,32,30,29,32,28,31,29,33,32,32,32,30,32,29,32,31,29,32,30,30,34,28,30,32,30,31,32,31,29,30,31,28,29,31,31,31,32,33,31,32,30,29,30,31,32,32
X-n670-k130.vrp,13,10,14,11,10,11,11,11,11,12,11,13,11,12,13,11,11,12,11,12,11,12,13,12,11,12,11,11,11,11,12,11,13,11,12,13,12,12,11,13,11,11,10,12,10,11,11,12,11,11
X-n685-k75.vrp,10,10,10,9,10,10,10,9,9,11,10,10,10,10,9,10,10,9,11,10,10,10,9,9,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10
X-n701-k44.vrp,10,11,11,10,11,10,9,10,10,10,10,11,11,11,10,10,11,11,10,10,10,10,10,10,11,11,10,11,10,10,12,11,10,10,10,11,10,11,10,11,11,9,10,10,10,11,12,11,10,10
X-n716-k35.vrp,14,13,12,11,11,13,13,14,15,12,11,12,13,12,14,14,14,11,11,12,12,12,14,14,12,12,14,12,10,12,13,12,14,14,13,13,13,13,13,12,13,13,13,14,11,13,12,14,13,12
X-n733-k159.vrp,9,9,9,9,9,8,9,9,9,8,10,9,9,9,9,10,9,9,9,9,8,10,9,9,9,8,9,9,10,9,10,10,8,9,10,10,10,9,10,9,9,10,10,9,9,9,9,9,9,10
X-n749-k98.vrp,10,11,10,10,11,10,10,11,12,10,10,10,12,10,13,10,11,11,11,10,10,12,11,11,12,9,11,10,11,11,10,11,10,12,12,11,10,10,11,11,10,10,11,10,10,10,10,11,10,10
X-n766-k71.vrp,11,11,11,11,11,11,11,12,12,10,11,11,11,11,12,12,12,11,11,11,11,10,12,11,11,11,12,11,11,12,11,11,11,12,12,12,11,11,10,11,11,11,12,11,12,11,11,11,12,11
X-n783-k48.vrp,14,13,13,13,13,12,14,14,14,15,16,14,13,13,12,13,13,14,13,14,13,12,14,13,14,13,13,13,13,12,13,14,14,13,13,14,14,16,13,13,13,13,13,12,15,13,14,14,16,12
X-n801-k40.vrp,11,12,11,11,11,12,11,12,12,11,12,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,12,12,11,11,12,11,12,11,12,12,11,12,11,11,11,11
X-n819-k171.vrp,11,10,11,11,13,10,11,12,13,11,11,11,11,11,12,10,11,11,10,11,10,10,12,9,11,10,12,10,11,13,10,11,9,11,11,12,11,11,12,11,11,11,10,11,10,10,12,11,10,10
X-n837-k142.vrp,13,14,16,13,16,12,13,14,16,15,14,15,13,15,13,14,13,14,13,14,15,13,14,14,14,13,13,15,13,14,13,14,16,15,13,13,15,14,13,14,13,12,15,14,15,15,13,13,12,16
X-n856-k95.vrp,14,14,13,14,14,13,14,13,14,14,14,13,13,13,13,14,13,13,13,14,13,13,13,13,14,13,14,13,13,14,14,13,13,13,14,13,14,13,13,13,13,13,13,13,14,13,13,13,13,13
X-n876-k59.vrp,12,12,12,11,13,13,12,11,12,13,12,11,12,11,11,13,13,12,12,12,11,13,12,13,12,12,12,11,12,11,13,13,13,12,13,13,13,13,12,12,12,12,12,12,12,12,12,13,12,12
X-n895-k37.vrp,13,13,12,13,14,12,13,13,14,12,14,13,14,14,16,12,13,12,12,13,13,14,13,13,13,13,15,16,12,13,13,13,12,13,15,12,13,14,12,13,13,15,13,13,12,15,15,15,13,14
X-n916-k207.vrp,16,17,18,14,16,16,14,15,18,15,14,13,16,13,16,14,15,14,13,14,13,13,17,14,14,14,19,14,14,16,18,14,13,15,14,14,13,14,16,18,16,13,13,14,13,14,13,13,13,12
X-n936-k151.vrp,12,11,11,12,12,11,12,12,12,12,12,11,12,12,11,11,12,12,11,12,11,12,12,11,12,11,12,12,12,11,12,12,12,12,12,11,12,11,11,12,11,12,12,11,11,12,12,11,11,12
X-n957-k87.vrp,13,13,14,13,13,14,14,14,13,14,13,13,14,14,13,13,14,13,13,13,13,14,13,13,14,13,14,13,14,13,13,14,14,13,14,14,13,13,14,13,13,13,13,13,14,13,13,13,13,13
X-n979-k58.vrp,18,19,15,17,18,20,16,17,18,17,16,16,16,17,16,18,18,17,19,17,17,17,19,21,17,15,18,17,16,16,18,17,18,18,18,16,15,17,19,17,18,21,19,18,16,18,17,16,17,19
